./data/JPEGImages\2007_000033.jpg,./data/SegmentationClass\2007_000033.png
./data/JPEGImages\2007_000039.jpg,./data/SegmentationClass\2007_000039.png
./data/JPEGImages\2007_000042.jpg,./data/SegmentationClass\2007_000042.png
./data/JPEGImages\2007_000061.jpg,./data/SegmentationClass\2007_000061.png
./data/JPEGImages\2007_000063.jpg,./data/SegmentationClass\2007_000063.png
./data/JPEGImages\2007_000068.jpg,./data/SegmentationClass\2007_000068.png
./data/JPEGImages\2007_000121.jpg,./data/SegmentationClass\2007_000121.png
./data/JPEGImages\2007_000123.jpg,./data/SegmentationClass\2007_000123.png
./data/JPEGImages\2007_000129.jpg,./data/SegmentationClass\2007_000129.png
./data/JPEGImages\2007_000170.jpg,./data/SegmentationClass\2007_000170.png
./data/JPEGImages\2007_000175.jpg,./data/SegmentationClass\2007_000175.png
./data/JPEGImages\2007_000187.jpg,./data/SegmentationClass\2007_000187.png
./data/JPEGImages\2007_000241.jpg,./data/SegmentationClass\2007_000241.png
./data/JPEGImages\2007_000243.jpg,./data/SegmentationClass\2007_000243.png
./data/JPEGImages\2007_000250.jpg,./data/SegmentationClass\2007_000250.png
./data/JPEGImages\2007_000256.jpg,./data/SegmentationClass\2007_000256.png
./data/JPEGImages\2007_000323.jpg,./data/SegmentationClass\2007_000323.png
./data/JPEGImages\2007_000332.jpg,./data/SegmentationClass\2007_000332.png
./data/JPEGImages\2007_000333.jpg,./data/SegmentationClass\2007_000333.png
./data/JPEGImages\2007_000346.jpg,./data/SegmentationClass\2007_000346.png
./data/JPEGImages\2007_000363.jpg,./data/SegmentationClass\2007_000363.png
./data/JPEGImages\2007_000364.jpg,./data/SegmentationClass\2007_000364.png
./data/JPEGImages\2007_000392.jpg,./data/SegmentationClass\2007_000392.png
./data/JPEGImages\2007_000452.jpg,./data/SegmentationClass\2007_000452.png
./data/JPEGImages\2007_000464.jpg,./data/SegmentationClass\2007_000464.png
./data/JPEGImages\2007_000480.jpg,./data/SegmentationClass\2007_000480.png
./data/JPEGImages\2007_000491.jpg,./data/SegmentationClass\2007_000491.png
./data/JPEGImages\2007_000504.jpg,./data/SegmentationClass\2007_000504.png
./data/JPEGImages\2007_000515.jpg,./data/SegmentationClass\2007_000515.png
./data/JPEGImages\2007_000528.jpg,./data/SegmentationClass\2007_000528.png
./data/JPEGImages\2007_000529.jpg,./data/SegmentationClass\2007_000529.png
./data/JPEGImages\2007_000549.jpg,./data/SegmentationClass\2007_000549.png
./data/JPEGImages\2007_000559.jpg,./data/SegmentationClass\2007_000559.png
./data/JPEGImages\2007_000572.jpg,./data/SegmentationClass\2007_000572.png
./data/JPEGImages\2007_000584.jpg,./data/SegmentationClass\2007_000584.png
./data/JPEGImages\2007_000636.jpg,./data/SegmentationClass\2007_000636.png
./data/JPEGImages\2007_000645.jpg,./data/SegmentationClass\2007_000645.png
./data/JPEGImages\2007_000648.jpg,./data/SegmentationClass\2007_000648.png
./data/JPEGImages\2007_000661.jpg,./data/SegmentationClass\2007_000661.png
./data/JPEGImages\2007_000663.jpg,./data/SegmentationClass\2007_000663.png
./data/JPEGImages\2007_000676.jpg,./data/SegmentationClass\2007_000676.png
./data/JPEGImages\2007_000713.jpg,./data/SegmentationClass\2007_000713.png
./data/JPEGImages\2007_000720.jpg,./data/SegmentationClass\2007_000720.png
./data/JPEGImages\2007_000727.jpg,./data/SegmentationClass\2007_000727.png
./data/JPEGImages\2007_000733.jpg,./data/SegmentationClass\2007_000733.png
./data/JPEGImages\2007_000738.jpg,./data/SegmentationClass\2007_000738.png
./data/JPEGImages\2007_000762.jpg,./data/SegmentationClass\2007_000762.png
./data/JPEGImages\2007_000768.jpg,./data/SegmentationClass\2007_000768.png
./data/JPEGImages\2007_000783.jpg,./data/SegmentationClass\2007_000783.png
./data/JPEGImages\2007_000793.jpg,./data/SegmentationClass\2007_000793.png
./data/JPEGImages\2007_000799.jpg,./data/SegmentationClass\2007_000799.png
./data/JPEGImages\2007_000804.jpg,./data/SegmentationClass\2007_000804.png
./data/JPEGImages\2007_000822.jpg,./data/SegmentationClass\2007_000822.png
./data/JPEGImages\2007_000830.jpg,./data/SegmentationClass\2007_000830.png
./data/JPEGImages\2007_000847.jpg,./data/SegmentationClass\2007_000847.png
./data/JPEGImages\2007_000862.jpg,./data/SegmentationClass\2007_000862.png
./data/JPEGImages\2007_000876.jpg,./data/SegmentationClass\2007_000876.png
./data/JPEGImages\2007_000904.jpg,./data/SegmentationClass\2007_000904.png
./data/JPEGImages\2007_000925.jpg,./data/SegmentationClass\2007_000925.png
./data/JPEGImages\2007_000999.jpg,./data/SegmentationClass\2007_000999.png
./data/JPEGImages\2007_001027.jpg,./data/SegmentationClass\2007_001027.png
./data/JPEGImages\2007_001073.jpg,./data/SegmentationClass\2007_001073.png
./data/JPEGImages\2007_001149.jpg,./data/SegmentationClass\2007_001149.png
./data/JPEGImages\2007_001154.jpg,./data/SegmentationClass\2007_001154.png
./data/JPEGImages\2007_001175.jpg,./data/SegmentationClass\2007_001175.png
./data/JPEGImages\2007_001185.jpg,./data/SegmentationClass\2007_001185.png
./data/JPEGImages\2007_001225.jpg,./data/SegmentationClass\2007_001225.png
./data/JPEGImages\2007_001239.jpg,./data/SegmentationClass\2007_001239.png
./data/JPEGImages\2007_001284.jpg,./data/SegmentationClass\2007_001284.png
./data/JPEGImages\2007_001288.jpg,./data/SegmentationClass\2007_001288.png
./data/JPEGImages\2007_001299.jpg,./data/SegmentationClass\2007_001299.png
./data/JPEGImages\2007_001321.jpg,./data/SegmentationClass\2007_001321.png
./data/JPEGImages\2007_001340.jpg,./data/SegmentationClass\2007_001340.png
